branch,mismatch_seed,side,element,nominal_units,realized_units,relative_error
CLAIM_BASELINE_3SIGMA_CONVERSION,6,N,BIT1,1,1.001305681100652,0.0013056811006519897
CLAIM_BASELINE_3SIGMA_CONVERSION,6,N,DUMMY,1,0.99794918339549288,-0.0020508166045071219
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,BIT7,64,63.966869292716979,-0.00051766730129720884
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,BIT6,32,32.006222841609457,0.00019446380029553012
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,BIT5,16,16.011751817162796,0.00073448857267477408
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,BIT4,8,8.0115226782557372,0.0014403347819671453
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,BIT3,4,3.9946927707435744,-0.001326807314106393
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,BIT2,2,1.9919330588311439,-0.004033470584428045
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,BIT1,1,1.0044336845376356,0.004433684537635596
CLAIM_BASELINE_3SIGMA_CONVERSION,7,P,DUMMY,1,1.0071195310980134,0.007119531098013443
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,BIT7,64,64.015686531596302,0.00024510205619221459
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,BIT6,32,31.977132694497371,-0.0007146032969571614
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,BIT5,16,15.981274244421268,-0.0011703597236707441
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,BIT4,8,8.0224907457493391,0.0028113432186673837
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,BIT3,4,3.978421484109671,-0.0053946289725822494
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,BIT2,2,2.0020799299489269,0.0010399649744634587
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,BIT1,1,0.99946406304397639,-0.00053593695602360825
CLAIM_BASELINE_3SIGMA_CONVERSION,7,N,DUMMY,1,1.0069542200220427,0.0069542200220427119
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,BIT7,64,63.974919520691941,-0.00039188248918842206
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,BIT6,32,32.054173207326727,0.0016929127289602164
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,BIT5,16,16.008662537202696,0.00054140857516848939
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,BIT4,8,7.9675330123246173,-0.0040583734594228371
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,BIT3,4,3.9948195523140457,-0.0012951119214885676
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,BIT2,2,1.9871309723134174,-0.0064345138432913007
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,BIT1,1,0.98951371362335749,-0.010486286376642506
CLAIM_BASELINE_3SIGMA_CONVERSION,8,P,DUMMY,1,0.99701508526748628,-0.0029849147325137215
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,BIT7,64,63.975093994268583,-0.00038915633955338702
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,BIT6,32,32.05353175901017,0.0016728674690678069
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,BIT5,16,15.980555739419538,-0.0012152662862788821
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,BIT4,8,8.0171933947871956,0.0021491743483994519
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,BIT3,4,3.9758396318088178,-0.0060400920477955422
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,BIT2,2,2.0043459034892681,0.0021729517446340552
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,BIT1,1,1.0074966007884165,0.0074966007884165187
CLAIM_BASELINE_3SIGMA_CONVERSION,8,N,DUMMY,1,1.0008299602766246,0.00082996027662463057
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,BIT7,64,63.990841698921265,-0.00014309845435522828
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,BIT6,32,31.971471890622031,-0.00089150341806154554
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,BIT5,16,16.007812268743898,0.00048826679649360827
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,BIT4,8,8.0059923703960454,0.00074904629950567347
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,BIT3,4,4.002137081988467,0.00053427049711674002
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,BIT2,2,2.0108692485586168,0.0054346242793084087
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,BIT1,1,0.99936712513260528,-0.0006328748673947171
CLAIM_BASELINE_3SIGMA_CONVERSION,9,P,DUMMY,1,1.0081841486749139,0.0081841486749139047
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,BIT7,64,64.025958881065222,0.00040560751664409089
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,BIT6,32,32.010448073626087,0.00032650230081521237
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,BIT5,16,16.004523539179903,0.00028272119874395152
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,BIT4,8,7.9990320083716835,-0.00012099895353956391
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,BIT3,4,3.9924044818870872,-0.0018988795282282034
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,BIT2,2,1.9993024621642186,-0.00034876891789070719
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,BIT1,1,1.0144510689366537,0.01445106893665371
CLAIM_BASELINE_3SIGMA_CONVERSION,9,N,DUMMY,1,1.0065055638344251,0.0065055638344251321
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,BIT7,64,64.009317155590594,0.000145580556103031
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,BIT6,32,32.013451154901531,0.00042034859067285879
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,BIT5,16,15.999913471242635,-5.4080473352868808e-06
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,BIT4,8,7.9749289789786051,-0.0031338776276743641
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,BIT3,4,3.9871185840308279,-0.0032203539922930347
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,BIT2,2,2.0018826966337415,0.00094134831687076037
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,BIT1,1,1.0051007245733139,0.0051007245733138973
CLAIM_BASELINE_3SIGMA_CONVERSION,10,P,DUMMY,1,1.0042290541288312,0.0042290541288312333
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,BIT7,64,64.092303136110232,0.0014422365017223715
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,BIT6,32,32.025683572543699,0.00080261164199058044
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,BIT5,16,15.991322964839352,-0.00054231469754051354
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,BIT4,8,7.9901167011799483,-0.0012354123525064598
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,BIT3,4,3.9994607227877195,-0.00013481930307013279
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,BIT2,2,2.0052352228024288,0.0026176114012144147
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,BIT1,1,0.98955034976130429,-0.010449650238695707
CLAIM_BASELINE_3SIGMA_CONVERSION,10,N,DUMMY,1,1.0011686860466347,0.0011686860466346705
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,BIT7,64,63.959954922957635,-0.00062570432878694682
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,BIT6,32,31.961456540811525,-0.0012044830996398304
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,BIT5,16,15.96322727424797,-0.0022982953595018785
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,BIT4,8,8.0091011595133885,0.0011376449391735655
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,BIT3,4,3.9946822402772417,-0.0013294399306895688
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,BIT2,2,1.9987875134754391,-0.00060624326228042591
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,BIT1,1,0.99820217868382177,-0.0017978213161782275
CLAIM_BASELINE_3SIGMA_CONVERSION,11,P,DUMMY,1,1.008535755812229,0.0085357558122289845
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,BIT7,64,63.971713178796549,-0.00044198158130392962
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,BIT6,32,31.96466339497244,-0.0011042689071112388
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,BIT5,16,15.983304278115078,-0.0010434826178076229
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,BIT4,8,7.9913099809919812,-0.0010862523760023501
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,BIT3,4,4.0085859270760507,0.0021464817690126647
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,BIT2,2,1.9973058781678183,-0.0013470609160908253
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,BIT1,1,1.0184166940470618,0.01841669404706181
CLAIM_BASELINE_3SIGMA_CONVERSION,11,N,DUMMY,1,0.99128512302658556,-0.0087148769734144427
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,BIT7,64,64.042153577555823,0.00065864964930972825
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,BIT6,32,31.95126817497211,-0.0015228695321215513
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,BIT5,16,16.024050911411695,0.0015031819632309595
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,BIT4,8,7.9886175295008108,-0.001422808812398646
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,BIT3,4,3.9886936143850296,-0.0028265964037426095
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,BIT2,2,2.0062973434530011,0.0031486717265005737
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,BIT1,1,1.0037896102708745,0.0037896102708745438
CLAIM_BASELINE_3SIGMA_CONVERSION,12,P,DUMMY,1,0.9911635762663269,-0.0088364237336731044
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,BIT7,64,64.017866369109143,0.00027916201733035884
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,BIT6,32,31.979524276813116,-0.00063986634959012356
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,BIT5,16,16.003760206440177,0.00023501290251104479
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,BIT4,8,8.0054686666296142,0.00068358332870177563
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,BIT3,4,3.9967849843192127,-0.00080375392019682579
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,BIT2,2,1.9852553612250894,-0.0073723193874553061
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,BIT1,1,1.0245326294431989,0.024532629443198894
CLAIM_BASELINE_3SIGMA_CONVERSION,12,N,DUMMY,1,0.99036802174883032,-0.0096319782511696816
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,BIT7,64,64.088007973795911,0.0013751245905611054
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,BIT6,32,31.994166144713851,-0.00018230797769214213
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,BIT5,16,15.973688628425458,-0.0016444607234088471
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,BIT4,8,8.0045232858325122,0.00056541072906401979
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,BIT3,4,3.990887518953107,-0.0022781202617232488
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,BIT2,2,2.0032774382810032,0.001638719140501621
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,BIT1,1,1.0065916032791773,0.0065916032791772938
CLAIM_BASELINE_3SIGMA_CONVERSION,13,P,DUMMY,1,0.99162852376821442,-0.0083714762317855795
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,BIT7,64,64.005524215524645,8.6315867572572813e-05
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,BIT6,32,31.939085656211063,-0.0019035732434042885
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,BIT5,16,15.951355443705491,-0.0030402847684067869
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,BIT4,8,7.9751297940753973,-0.0031087757405753313
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,BIT3,4,4.0286367582275702,0.0071591895568925423
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,BIT2,2,1.985657651129717,-0.0071711744351414808
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,BIT1,1,0.98856393007504106,-0.011436069924958936
CLAIM_BASELINE_3SIGMA_CONVERSION,13,N,DUMMY,1,1.012545340055174,0.012545340055174048
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,BIT7,64,63.931130659559166,-0.0010760834443880318
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,BIT6,32,32.039586199559622,0.0012370687362381894
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,BIT5,16,15.998786323294759,-7.5854794077567789e-05
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,BIT4,8,8.0008631593522246,0.00010789491902807313
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,BIT3,4,3.9982454240018885,-0.0004386439995278657
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,BIT2,2,2.0138198167176729,0.0069099083588364252
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,BIT1,1,0.97999217120225846,-0.020007828797741545
CLAIM_BASELINE_3SIGMA_CONVERSION,14,P,DUMMY,1,0.98985740146575885,-0.010142598534241154
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,BIT7,64,63.956466452872888,-0.00068021167386111969
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,BIT6,32,31.97845667495784,-0.00067322890756749132
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,BIT5,16,16.010472484163795,0.00065453026023720717
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,BIT4,8,7.981070619257288,-0.0023661725928389998
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,BIT3,4,3.9976943796367337,-0.00057640509081657854
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,BIT2,2,1.9763459656960209,-0.011827017151989527
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,BIT1,1,1.0093597445464446,0.009359744546444615
CLAIM_BASELINE_3SIGMA_CONVERSION,14,N,DUMMY,1,1.0052165384276155,0.0052165384276154914
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,BIT7,64,64.020095103831437,0.00031398599736620625
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,BIT6,32,32.016283647853335,0.00050886399541671956
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,BIT5,16,15.991630762669454,-0.00052307733315914984
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,BIT4,8,7.9728235525825406,-0.0033970559271824241
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,BIT3,4,3.9886722601521711,-0.0028319349619572165
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,BIT2,2,1.999078862386209,-0.0004605688068954894
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,BIT1,1,0.99499334569887021,-0.005006654301129787
CLAIM_BASELINE_3SIGMA_CONVERSION,15,P,DUMMY,1,0.99575458658508054,-0.0042454134149194633
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,BIT7,64,63.973556597640062,-0.00041317816187402823
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,BIT6,32,32.023257631638231,0.0007268009886947091
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,BIT5,16,15.96104394214886,-0.0024347536156962279
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,BIT4,8,8.0277037494495982,0.003462968681199774
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,BIT3,4,4.0027077712843688,0.00067694282109220794
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,BIT2,2,1.9914409654270426,-0.0042795172864786846
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,BIT1,1,1.009847543115548,0.0098475431155480297
CLAIM_BASELINE_3SIGMA_CONVERSION,15,N,DUMMY,1,1.0136273163331373,0.013627316333137296
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,BIT7,64,64.061993170339377,0.00096864328655277276
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,BIT6,32,31.925290365248394,-0.0023346760859876969
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,BIT5,16,15.990007273699003,-0.00062454539381229246
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,BIT4,8,8.0044985709671082,0.00056232137088851886
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,BIT3,4,4.0065376862768147,0.0016344215692036812
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,BIT2,2,1.9905884703917254,-0.0047057648041373135
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,BIT1,1,0.99824764106888431,-0.001752358931115694
CLAIM_BASELINE_3SIGMA_CONVERSION,16,P,DUMMY,1,0.9993254448376131,-0.00067455516238690283
