"role","source_absolute_path","bundle_relative_path","size_bytes","source_sha256","bundle_sha256","exact_copy_pass"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_C4_SWITCH.sym","xschem/A44_C4_SWITCH.sym","889","534af07c357eec1302358972a11ab55fb45f2183837a6d480729b095abb34cf2","534af07c357eec1302358972a11ab55fb45f2183837a6d480729b095abb34cf2","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_C64_SWITCH.sch","xschem/A44_C64_SWITCH.sch","18498","7eb40e34e47bb43b66afa44d9fff18f954c3f2ca03cc0dbffa4a6ae042e15e6b","7eb40e34e47bb43b66afa44d9fff18f954c3f2ca03cc0dbffa4a6ae042e15e6b","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_C64_SWITCH.sym","xschem/A44_C64_SWITCH.sym","890","5b73b82190988f5a754c92ecf3806bf6709040f594de9898a1be42843b6ed5a5","5b73b82190988f5a754c92ecf3806bf6709040f594de9898a1be42843b6ed5a5","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_C8_SWITCH.sch","xschem/A44_C8_SWITCH.sch","2745","6af1cd7dec6947132c7f368af1bbdfd3d0d48cea089e76120e506b556d59b6a5","6af1cd7dec6947132c7f368af1bbdfd3d0d48cea089e76120e506b556d59b6a5","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_C8_SWITCH.sym","xschem/A44_C8_SWITCH.sym","889","c4b8a8fa48fdb085b682d284b243de678ec014a9c3300ee0d6ff18f7cc2a5eb9","c4b8a8fa48fdb085b682d284b243de678ec014a9c3300ee0d6ff18f7cc2a5eb9","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CAP_SWITCH.sch","xschem/A44_CAP_SWITCH.sch","1575","a064e954d8e3ef6c7ba8c385985b4405db6094936ea17e925a6f1f4f13ab4fc8","a064e954d8e3ef6c7ba8c385985b4405db6094936ea17e925a6f1f4f13ab4fc8","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CAP_SWITCH.sym","xschem/A44_CAP_SWITCH.sym","842","65ed757af42bb9c28f9f52d514ad5469e65be435ae2244790bbbb02b55ad28f5","65ed757af42bb9c28f9f52d514ad5469e65be435ae2244790bbbb02b55ad28f5","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CDAC_UNIT_TRANS_DRIVER_HIER.subckt.spice","spice/subckts/A44_CDAC_UNIT_TRANS_DRIVER_HIER.subckt.spice","21821","183033487d7a404b98d361be3fac9b611f3306c37df754129a9ed71766ccacd3","183033487d7a404b98d361be3fac9b611f3306c37df754129a9ed71766ccacd3","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CDAC_UNIT_TRANS_DRIVER.sch","xschem/A44_CDAC_UNIT_TRANS_DRIVER.sch","6739","c0c56bf87e4daa8d898efa4b4ceacb00bcd416827372a3320ee3bed540a40994","c0c56bf87e4daa8d898efa4b4ceacb00bcd416827372a3320ee3bed540a40994","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CDAC_UNIT_TRANS_DRIVER.sym","xschem/A44_CDAC_UNIT_TRANS_DRIVER.sym","1315","60a7ff9d6b85b851a940f61f6fc1097fb5cc3e932deabc3af8364285f698af81","60a7ff9d6b85b851a940f61f6fc1097fb5cc3e932deabc3af8364285f698af81","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CLKS_BUFFER.sch","xschem/A44_CLKS_BUFFER.sch","2813","e88128c83a226556d7362bd03ba98492ec34e3c44615c25b56437b4b54ab0201","e88128c83a226556d7362bd03ba98492ec34e3c44615c25b56437b4b54ab0201","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CLKS_BUFFER.subckt.spice","spice/subckts/A44_CLKS_BUFFER.subckt.spice","1291","5a9fc901036578118ff3fb8c50b6581e344f25a50e4ecd2cecd5109c74427515","5a9fc901036578118ff3fb8c50b6581e344f25a50e4ecd2cecd5109c74427515","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CLKS_BUFFER.sym","xschem/A44_CLKS_BUFFER.sym","931","671bc6f3e5847f426056865ae9ac1394c380290716e65d6e9fcca199dc13b2f1","671bc6f3e5847f426056865ae9ac1394c380290716e65d6e9fcca199dc13b2f1","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_Comparator_StrongARM_extracted.subckt.spice","spice/subckts/A44_Comparator_StrongARM_extracted.subckt.spice","4153","69d43e9e09a9feb7d766d6fff9382e793420792b295302cc8ae06ad087e8ec45","69d43e9e09a9feb7d766d6fff9382e793420792b295302cc8ae06ad087e8ec45","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_Comparator_StrongARM.sch","xschem/A44_Comparator_StrongARM.sch","9527","67662f6b900f8298ec6c28a30a3e299768a41fb1807f17ec0fd12fa0a85b4746","67662f6b900f8298ec6c28a30a3e299768a41fb1807f17ec0fd12fa0a85b4746","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_Comparator_StrongARM.sym","xschem/A44_Comparator_StrongARM.sym","1255","09dfd19f4e0154d9ac66c4d393e7da853e0c72396999493f7fd93d3196e850da","09dfd19f4e0154d9ac66c4d393e7da853e0c72396999493f7fd93d3196e850da","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CONVERSION_BUFFER_UNIFIED.subckt.spice","spice/subckts/A44_CONVERSION_BUFFER_UNIFIED.subckt.spice","8168","dcfdc9bf785b8b96eed62948ccfaa59528a10e8fab45e2eb852bbbc92132b663","dcfdc9bf785b8b96eed62948ccfaa59528a10e8fab45e2eb852bbbc92132b663","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CONVERSION_BUFFER.sch","xschem/A44_CONVERSION_BUFFER.sch","18433","456d17dd68e28c39eb548dd67302304af5210c52157a74d1984e986ba5c27395","456d17dd68e28c39eb548dd67302304af5210c52157a74d1984e986ba5c27395","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_CONVERSION_BUFFER.sym","xschem/A44_CONVERSION_BUFFER.sym","2059","f0d2727517aa6a9f455ebe8e2dfc54a554790817ddc13e520d171f0f8741a9a7","f0d2727517aa6a9f455ebe8e2dfc54a554790817ddc13e520d171f0f8741a9a7","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_FULL_TOP_ASSEMBLY.inc.spice","spice/subckts/A44_FULL_TOP_ASSEMBLY.inc.spice","403","48b48e3f7832dc5473153310ce32b6d4449be5815fe6e6193e8c0a468d4c4518","48b48e3f7832dc5473153310ce32b6d4449be5815fe6e6193e8c0a468d4c4518","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_LEAF_REFERENCE_SUBCKTS.inc.spice","spice/subckts/A44_LEAF_REFERENCE_SUBCKTS.inc.spice","382","ab2b75e7c4494d2fdc7e641326209d4c77bfff85184bb6d80b388b5fbc25912b","ab2b75e7c4494d2fdc7e641326209d4c77bfff85184bb6d80b388b5fbc25912b","True"
"top_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_ADC_TOP_FIXED.sch","xschem/A44_SAR_ADC_TOP_FIXED.sch","4359","e64caf5b09b79302ba43fb8ebe8c5dbab5400a8be700382754276cb2cc0645f4","e64caf5b09b79302ba43fb8ebe8c5dbab5400a8be700382754276cb2cc0645f4","True"
"top_spice_netlist","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_ADC_TOP_FIXED.spice","spice/A44_SAR_ADC_TOP_FIXED.spice","31743","32583ceee5af9dd5684937a3d63c81d924fc3fe01b7a4bb3b6184c5c79566df3","32583ceee5af9dd5684937a3d63c81d924fc3fe01b7a4bb3b6184c5c79566df3","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_ADC_TOP_FIXED.sym","xschem/A44_SAR_ADC_TOP_FIXED.sym","1402","c492c5779bb20b00fa09b1d2cd5ba75e5b4956ca093a30c26372e5cbf5daeb14","c492c5779bb20b00fa09b1d2cd5ba75e5b4956ca093a30c26372e5cbf5daeb14","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_LOGIC_ACTUAL_RTL_REPAIR.sym","xschem/A44_SAR_LOGIC_ACTUAL_RTL_REPAIR.sym","1648","d32ac2581ae0b18466511d1a40fe02ae4da491965b8127b026ee837793f4b719","d32ac2581ae0b18466511d1a40fe02ae4da491965b8127b026ee837793f4b719","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_LOGIC_ACTUAL_RTL_SS_pex_core.spice","spice/subckts/A44_SAR_LOGIC_ACTUAL_RTL_SS_pex_core.spice","5039645","debd9a8c42e152dc4c6f2c344958008d8d371f311681e6b53842d8dd84b3aba9","debd9a8c42e152dc4c6f2c344958008d8d371f311681e6b53842d8dd84b3aba9","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_LOGIC_ACTUAL_RTL_SS_pex_wrapper_local.spice","spice/subckts/A44_SAR_LOGIC_ACTUAL_RTL_SS_pex_wrapper_local.spice","1145","5b73b52ee5a68dcb8be7c0900dfd2ee5b131404a53eb0de2fb632b3d3cfacf0e","5b73b52ee5a68dcb8be7c0900dfd2ee5b131404a53eb0de2fb632b3d3cfacf0e","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_LOGIC_ACTUAL_RTL_SS_R1L_pex_core.spice","spice/subckts/A44_SAR_LOGIC_ACTUAL_RTL_SS_R1L_pex_core.spice","4883480","848dc2bf193cdaa2855022b5830ab013f6ef322ddd71ce562aa5bc0016e47270","848dc2bf193cdaa2855022b5830ab013f6ef322ddd71ce562aa5bc0016e47270","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SAR_LOGIC_ACTUAL_RTL_SS_R1L_pex_wrapper_local.spice","spice/subckts/A44_SAR_LOGIC_ACTUAL_RTL_SS_R1L_pex_wrapper_local.spice","962","9ac1701d4cbbcaf68221a6556de6cc701400ddfa8e3e4e12f1043872e22f18be","9ac1701d4cbbcaf68221a6556de6cc701400ddfa8e3e4e12f1043872e22f18be","True"
"sar_logic_rtl","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_sar_logic_async_core_RTL.sv","rtl/A44_sar_logic_async_core_RTL.sv","7391","bf8cd054ebc00667371b6b3a7d4173291a0df0975ea8005d976371b94f2ab3f0","bf8cd054ebc00667371b6b3a7d4173291a0df0975ea8005d976371b94f2ab3f0","True"
"sar_logic_rtl","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_sar_logic_defs_RTL.svh","rtl/A44_sar_logic_defs_RTL.svh","214","68a4b0a33c465b2c054f2bc04d35ead0d7475e051b6cddadaa9fb6bd66d51827","68a4b0a33c465b2c054f2bc04d35ead0d7475e051b6cddadaa9fb6bd66d51827","True"
"sizing_lock","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SIZING_LOCK.json","indexes/A44_SIZING_LOCK.json","2681","16daa827529cb1c34fbc918baab3952f2d356d836f6c65363556b5882e3e206c","16daa827529cb1c34fbc918baab3952f2d356d836f6c65363556b5882e3e206c","True"
"xschem_schematic","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SWITCH_TRANS_TG8.sch","xschem/A44_SWITCH_TRANS_TG8.sch","10555","d188db5362486eb08122461598568722d8a97ea2ccee26d2b9a06e98846f46e5","d188db5362486eb08122461598568722d8a97ea2ccee26d2b9a06e98846f46e5","True"
"spice_dependency","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SWITCH_TRANS_TG8.subckt.spice","spice/subckts/A44_SWITCH_TRANS_TG8.subckt.spice","4402","f3f3adc9c73a11e79d99231edd2a63333a24a3da54878572b94e3c7f669117a3","f3f3adc9c73a11e79d99231edd2a63333a24a3da54878572b94e3c7f669117a3","True"
"xschem_symbol","D:\PICO\DESIGN_FILES\CURRENT\A44_W5P29_UNIT_TRANS_DRIVER\01_CIRCUIT_FILES\A44_SWITCH_TRANS_TG8.sym","xschem/A44_SWITCH_TRANS_TG8.sym","951","c728e940e14675aa023dd254d5595408e5946dcf510b4b1bd69f36881bca9668","c728e940e14675aa023dd254d5595408e5946dcf510b4b1bd69f36881bca9668","True"
"github_template_xschem_configuration","D:\PICO\chipathon-2026-A44-SAR-ADC_repo\verification\a44_r2\01_CURRENT_CIRCUIT_FILES\xschem\xschemrc","xschem/xschemrc","160","52296681d15582a28f27b54643f5258c8cb9967818cd4abe1d99be16091aecba","52296681d15582a28f27b54643f5258c8cb9967818cd4abe1d99be16091aecba","True"
