seed_order,mismatch_seed,seed_group,classification,all_corner_hard_pass,TT_frame0_pass,TT_hard_dynamic_pass,TT_snr_budget_pass,TT_baseline_hard_dynamic_pass,TT_baseline_snr_budget_pass,TT_SNR_dB,TT_baseline_SNR_dB,delta_resize_minus_baseline_TT_SNR_dB,TT_SNDR_dB,TT_baseline_SNDR_dB,delta_resize_minus_baseline_TT_SNDR_dB,TT_ENOB_raw_bit,TT_baseline_ENOB_raw_bit,delta_resize_minus_baseline_TT_ENOB_raw_bit,TT_SFDR_dBc,TT_baseline_SFDR_dBc,delta_resize_minus_baseline_TT_SFDR_dBc,TT_THD_dB,TT_baseline_THD_dB,delta_resize_minus_baseline_TT_THD_dB,TT_HD2_dBc,TT_baseline_HD2_dBc,delta_resize_minus_baseline_TT_HD2_dBc,TT_HD3_dBc,TT_baseline_HD3_dBc,delta_resize_minus_baseline_TT_HD3_dBc,SS_frame0_pass,SS_hard_dynamic_pass,SS_snr_budget_pass,SS_baseline_hard_dynamic_pass,SS_baseline_snr_budget_pass,SS_SNR_dB,SS_baseline_SNR_dB,delta_resize_minus_baseline_SS_SNR_dB,SS_SNDR_dB,SS_baseline_SNDR_dB,delta_resize_minus_baseline_SS_SNDR_dB,SS_ENOB_raw_bit,SS_baseline_ENOB_raw_bit,delta_resize_minus_baseline_SS_ENOB_raw_bit,SS_SFDR_dBc,SS_baseline_SFDR_dBc,delta_resize_minus_baseline_SS_SFDR_dBc,SS_THD_dB,SS_baseline_THD_dB,delta_resize_minus_baseline_SS_THD_dB,SS_HD2_dBc,SS_baseline_HD2_dBc,delta_resize_minus_baseline_SS_HD2_dBc,SS_HD3_dBc,SS_baseline_HD3_dBc,delta_resize_minus_baseline_SS_HD3_dBc,FF_frame0_pass,FF_hard_dynamic_pass,FF_snr_budget_pass,FF_baseline_hard_dynamic_pass,FF_baseline_snr_budget_pass,FF_SNR_dB,FF_baseline_SNR_dB,delta_resize_minus_baseline_FF_SNR_dB,FF_SNDR_dB,FF_baseline_SNDR_dB,delta_resize_minus_baseline_FF_SNDR_dB,FF_ENOB_raw_bit,FF_baseline_ENOB_raw_bit,delta_resize_minus_baseline_FF_ENOB_raw_bit,FF_SFDR_dBc,FF_baseline_SFDR_dBc,delta_resize_minus_baseline_FF_SFDR_dBc,FF_THD_dB,FF_baseline_THD_dB,delta_resize_minus_baseline_FF_THD_dB,FF_HD2_dBc,FF_baseline_HD2_dBc,delta_resize_minus_baseline_FF_HD2_dBc,FF_HD3_dBc,FF_baseline_HD3_dBc,delta_resize_minus_baseline_FF_HD3_dBc,delta_SS_minus_TT_SNR_dB,delta_SS_minus_TT_SNDR_dB,delta_SS_minus_TT_ENOB_raw_bit,delta_SS_minus_TT_SFDR_dBc,delta_SS_minus_TT_THD_dB,delta_SS_minus_TT_HD2_dBc,delta_SS_minus_TT_HD3_dBc,delta_FF_minus_TT_SNR_dB,delta_FF_minus_TT_SNDR_dB,delta_FF_minus_TT_ENOB_raw_bit,delta_FF_minus_TT_SFDR_dBc,delta_FF_minus_TT_THD_dB,delta_FF_minus_TT_HD2_dBc,delta_FF_minus_TT_HD3_dBc
11,128,MIDDLE_TAIL,ALL_CORNER_PASS,True,True,True,False,False,False,47.785596903734096,44.30586529676549,3.479731606968606,47.50124331175341,43.89385383664242,3.607389475110992,7.59821317470987,6.998979042631632,0.5992341320782382,54.56204842739364,51.46986181322625,3.092186614167389,-59.4819003115757,-54.326981208280536,-5.154919103295164,-74.27007656797814,-71.2976817350233,-2.9723948329548335,-64.82570489365136,-63.769274697041986,-1.0564301966093765,True,True,False,True,True,47.92486852881574,48.845718134991856,-0.9208496061761124,47.423528337242466,48.25696188451747,-0.833433547275007,7.585303710505394,7.723747821348418,-0.13844411084302433,56.05450085534093,58.96133543940295,-2.9068345840620182,-57.0483051860153,-57.22650268177205,0.17819749575674848,-62.798689707996765,-66.69866843241246,3.8999787244156963,-60.96939204942291,-65.90543910230491,4.936047052882003,True,True,False,False,False,47.88961044465104,41.03700524319214,6.8526052014589,47.2567071638436,40.20760715700182,7.049100006841783,7.55759255213349,6.38664570714316,1.17094684499033,53.345357300028375,50.305964123783696,3.0393931762446798,-55.9337860501773,-47.8059212328499,-8.1278648173274,-67.83567851155254,-56.49694165739814,-11.338736854154405,-62.14775873072932,-52.753564767479865,-9.394193963249457,0.1392716250816477,-0.07771497451094689,-0.012909464204476251,1.492452427947292,2.4335951255604016,11.471386859981372,3.856312844228455,0.10401354091694515,-0.24453614790981248,-0.04062062257638033,-1.2166911273652659,3.5481142613984034,6.434398056425593,2.6779461629220407
12,189,MIDDLE_TAIL,ALL_CORNER_PASS,True,True,True,True,True,True,49.236098980458024,48.64750566702328,0.5885933134347425,48.66612699840785,48.16943228378234,0.4966947146255052,7.791715448240507,7.709208020561852,0.08250742767865482,56.97115379522623,55.71191794777744,1.2592358474487924,-57.76730465447616,-57.98917388726583,0.22186923278966475,-71.16756122950243,-71.75416306012724,0.5866018306248151,-69.10198397617289,-67.94692673335084,-1.1550572428220534,True,True,True,True,True,48.39725495190877,48.356575149242154,0.04067980266661664,48.15841175067291,47.85786011015329,0.3005516405196218,7.707377367221414,7.657451845540415,0.04992552168099973,55.90686723419818,56.21709081771602,-0.3102235835178391,-60.874000337735836,-57.504150142344315,-3.369850195391521,-69.17176447116296,-68.72967611383967,-0.44208835732328566,-71.19792164197351,-77.28024048916825,6.082318847194742,True,True,True,False,False,49.29936174898419,43.20255309838132,6.096808650602867,48.4272123430868,42.906649785010345,5.520562558076456,7.752028628419735,6.834991658639593,0.9170369697801419,56.138648155195916,52.55682115471486,3.5818270004810557,-55.827926013445826,-54.720106257284684,-1.1078197561611418,-71.17022165877893,-61.9302600844663,-9.23996157431263,-70.05360547824245,-62.71199853257076,-7.3416069456716855,-0.8388440285492536,-0.5077152477349358,-0.08433808101909257,-1.064286561028048,-3.106695683259673,1.9957967583394662,-2.0959376658006192,0.0632627685261653,-0.2389146553210466,-0.039686819820771824,-0.8325056400303126,1.9393786410303377,-0.002660429276502896,-0.9516215020695569
13,116,MARGINAL_DIAGNOSTIC,ALL_CORNER_PASS,True,True,True,True,True,True,50.31349779029223,48.65633513876864,1.657162651523592,49.099828974247956,47.783439289550344,1.3163896846976115,7.86375896582192,7.645089582981786,0.21866938284013404,57.600167304329524,57.97878606106198,-0.3786187567324575,-55.229381708479266,-55.18079830232559,-0.04858340615367496,-60.37672870611813,-57.97878606106198,-2.3979426450561476,-70.27432985974099,-59.4195231494594,-10.854806710281586,True,True,True,True,True,49.89954149144084,48.99737669861114,0.9021647928297014,48.61321598308491,47.364920990404904,1.2482949926800089,7.782926243037362,7.57556827083138,0.2073579722059815,55.69378852230206,54.21222177049337,1.4815667518086855,-54.524849894884,-52.40504048472975,-2.1198094101542466,-65.99764530954724,-54.21222177049337,-11.785423539053866,-68.70653053838754,-79.51774984216564,10.811219303778103,True,True,True,False,False,50.06039590395331,44.80192611894884,5.258469785004465,48.80208230933671,44.093904691205246,4.708177618131465,7.814299386933009,7.032210081595557,0.7820893053374522,58.14655477568111,53.154135390976826,4.992419384704284,-54.79601309052545,-52.32048609763272,-2.475526992892732,-58.14655477568111,-73.07791730274144,14.93136252706033,-69.51299275689969,-55.70806509212369,-13.804927664776002,-0.41395629885138874,-0.48661299116304235,-0.08083272278455844,-1.906378782027467,0.704531813595267,-5.620916603429109,1.5677993213534478,-0.25310188633892494,-0.29774666491124435,-0.04945957888891073,0.5463874713515864,0.43336861795381765,2.2301739304370187,0.7613371028412956
14,190,MARGINAL_DIAGNOSTIC,ALL_CORNER_PASS,True,True,True,True,True,False,49.275253618074935,47.86908575849953,1.4061678595754046,48.256310088554066,46.94175602361531,1.3145540649387542,7.7236395495937,7.505275086979289,0.218364462614411,55.867284037025044,56.1297675958197,-0.26248355879465635,-55.052167333761616,-54.10267492114617,-0.9494924126154487,-65.64548594190582,-62.670318981700355,-2.9751669602054633,-68.74164503143516,-66.82909761253588,-1.9125474188992797,True,True,True,True,True,48.99178143734965,48.64169871129087,0.35008272605877977,48.38130396743285,48.10350471045814,0.27779925697470986,7.7444026523974845,7.6982565964216185,0.04614605597586596,56.49083772071698,58.85829521203003,-2.367457491313047,-57.204114440323906,-57.43827769595565,0.23416325563174212,-63.534179077199475,-63.0741884158936,-0.4599906613058735,-73.61784724970855,-67.01265812513302,-6.605189124575531,True,True,True,False,False,48.688590012946975,46.09634594639121,2.5922440665557644,47.93569875201659,45.837100239224185,2.0985985127924067,7.670381852494451,7.321777448376111,0.3486044041183396,55.62527918578872,52.64167402197688,2.9836051638118377,-55.91722792262155,-58.20680568448743,2.2895777618658784,-75.26648788203504,-68.67522668045089,-6.591261201584146,-61.0270157094024,-63.60242729535142,2.57541158594902,-0.28347218072528335,0.124993878878783,0.020763102803784683,0.623553683691938,-2.1519471065622895,2.111306864706343,-4.8762022182733915,-0.5866636051279599,-0.32061133653747476,-0.05325769709924888,-0.24200485123632376,-0.865060588859933,-9.621001940129219,7.714629322032756
15,45,MARGINAL_DIAGNOSTIC,ALL_CORNER_PASS,True,True,True,True,True,True,50.89743175852932,50.045451928914076,0.8519798296152459,49.001862732521104,49.383794732899055,-0.38193200037795094,7.847485503741048,7.910929357624429,-0.06344385388338125,54.30498250782249,58.19153055332216,-3.886548045499673,-53.51567552268179,-57.88193664930184,4.366261126620053,-71.05923404448164,-67.39946930796451,-3.6597647365171326,-62.587101652454955,-65.6291452972843,3.0420436448293415,True,True,True,True,True,50.86694747222401,50.32733620142052,0.5396112708034906,48.86531250665548,49.13809176344905,-0.2727792567935694,7.824802741969349,7.870114910871935,-0.04531216890258616,54.32919604506445,58.07931434342099,-3.75011829835654,-53.19175294169936,-55.3442853105367,2.152532368837335,-66.97769295415895,-63.323198279908766,-3.654494674250188,-61.0240607616109,-69.78175696547174,8.757696203860846,True,True,True,False,False,50.89743175852932,45.45992210977254,5.43750964875678,49.001862732521104,44.19874120546624,4.803121527054863,7.847485503741048,7.04962478496117,0.7978607187798774,54.30498250782249,53.540715793540244,0.7642667142822432,-53.51567552268179,-50.18415145161065,-3.3315240710711365,-71.05923404448164,-62.76178677905746,-8.297447265424182,-62.587101652454955,-53.540715793540244,-9.04638585891471,-0.030484286305309638,-0.13655022586562637,-0.0226827617716987,0.024213537241962513,0.3239225809824262,4.081541090322688,1.5630408908440572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,188,MARGINAL_DIAGNOSTIC,ALL_CORNER_PASS,True,True,True,True,True,True,48.94400739837821,48.688862602358014,0.2551447960201969,48.4047574089929,48.15270512605514,0.25205228293776116,7.748298572922409,7.706429422932748,0.04186914998966085,58.780980608201155,58.0370541613722,0.7439264468289579,-57.73153454783341,-57.50294569700209,-0.22858885083132208,-65.56698947329436,-63.657546506443275,-1.9094429668510813,-61.34415606310897,-78.88424532878165,17.540089265672677,True,True,True,True,True,48.936102988043814,50.05581374328274,-1.119710755238927,48.30601646073958,48.6535492210635,-0.3475327603239222,7.731896422049765,7.789626116455731,-0.05772969440596665,58.55034240548822,55.10482660448609,3.4455158010021307,-57.00109262411594,-54.24537616711021,-2.7557164570057324,-64.27379792498637,-64.37821560774934,0.10441768276297125,-66.26183557859571,-75.09428711195416,8.832451533358451,True,True,True,False,False,49.45050689788543,48.10839691525174,1.3421099826336942,48.78378639196033,46.662013308998965,2.1217730829613615,7.811260198000055,7.458806197508134,0.352454000491921,58.84887648624358,53.55178280027866,5.297093685964924,-57.25128773331191,-52.140160725368176,-5.111127007943736,-69.77330441612355,-61.06374499294507,-8.709559423178483,-62.40960517133501,-62.21214586402046,-0.19745930731455275,-0.007904410334397483,-0.09874094825332236,-0.016402150872644405,-0.23063820271293167,0.7304419237174713,1.2931915483079877,-4.917679515486739,0.5064994995072212,0.3790289829674265,0.06296162507764613,0.06789587804242814,0.4802468145215002,-4.206314942829195,-1.0654491082260407
17,142,REFERENCE_CONTROL,ALL_CORNER_PASS,True,True,True,True,True,True,48.59870710858602,48.71018207553094,-0.11147496694491821,48.039239987719675,48.41775029312568,-0.37851030540600306,7.687581393308917,7.7504568593232035,-0.06287546601428673,56.2591692040246,55.093375555656394,1.1657936483682079,-57.21606840133495,-60.28074316215009,3.0646747608151372,-76.15247494575625,-69.16865054985819,-6.983824395898068,-59.792675495515894,-75.94840688668027,16.15573139116438,True,True,True,True,True,48.51615511573005,49.689191213411455,-1.173036097681404,47.41359623516985,49.050475467751,-1.6368792325811512,7.583653859662767,7.8555607089287385,-0.27190684926597175,54.391171796091996,57.02548642431261,-2.634314628220615,-53.907044190228326,-57.69068694355569,3.7836427533273636,-77.62835649345475,-62.75822304888388,-14.870133444570868,-54.391171796091996,-73.20001965193353,18.808847855841535,True,True,True,False,False,48.62746672202861,44.593327645397736,4.034139076630872,47.87128747615217,44.347154608833804,3.5241328673183645,7.659682305008666,7.074278174224886,0.5854041307837807,56.1674962654062,51.486087006851506,4.6814092585546945,-55.83548808548108,-56.93509801435247,1.0996099288713879,-76.57220784412233,-72.431559816485,-4.140648027637326,-59.32529240818265,-58.603017103766234,-0.7222753044164136,-0.08255199285596859,-0.6256437525498271,-0.10392753364615004,-1.8679974079326058,3.3090242111066246,-1.4758815476984921,5.401503699423898,0.02875961344258826,-0.16795251156750624,-0.02789908830025034,-0.09167293861840164,1.3805803158538694,-0.4197328983660782,0.4673830873332463
18,53,REFERENCE_CONTROL,ALL_CORNER_PASS,True,True,True,True,True,False,48.500736378908854,48.06133818915437,0.43939818975448475,48.06148016041141,47.49136052443865,0.570119635972766,7.691275774154721,7.596571515687484,0.09470425846723707,56.47585479364818,55.980341817029036,0.4955129766191462,-58.229921211449174,-56.59249766042143,-1.6374235510277444,-63.88694840406988,-61.872851401598666,-2.0140970024712104,-71.53526833697374,-76.11512227514295,4.579853938169208,True,True,True,True,True,48.500736378908854,48.6654857317449,-0.16474935283604708,48.06148016041141,48.38009222122645,-0.3186120608150347,7.691275774154721,7.744201365652235,-0.05292559149751419,56.47585479364818,57.74829910423704,-1.2724443105888597,-58.229921211449174,-60.34540974708811,2.1154885356389386,-63.88694840406988,-70.77545034105472,6.888501936984845,-71.53526833697374,-70.02268421593853,-1.5125841210352178,True,True,True,False,False,48.70235214277355,47.54530093486441,1.1570512079091415,48.25026817712816,46.57933075229218,1.6709374248359836,7.722635909821955,7.445071553536907,0.2775643562850476,57.889604753669445,57.04457736483597,0.8450273888334721,-58.30000156870588,-53.58157319201469,-4.718428376691193,-68.79399709360908,-65.97575450066999,-2.818242592939086,-67.381163249061,-57.52268550922108,-9.858477739839927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20161576386469449,0.1887880167167495,0.03136013566723417,1.4137499600212635,-0.0700803572567068,-4.907048689539202,4.15410508791274
19,132,REFERENCE_CONTROL,ALL_CORNER_PASS,True,True,True,True,True,True,48.65448541959662,49.27125115047935,-0.616765730882733,48.131314884364386,48.67069770888901,-0.5393828245246226,7.702876226638603,7.792474702473258,-0.08959847583465486,56.843750595806824,55.798362149192116,1.0453884466147088,-57.58168483794467,-57.5598412403678,-0.02184359757686849,-72.2394014090393,-67.85408002739788,-4.385321381641418,-69.65197716764612,-68.01827605507277,-1.6337011125733483,True,True,True,True,True,48.3369422584216,48.48623990620685,-0.14929764778524657,47.508215760064026,48.230079212614996,-0.72186345255097,7.599371388714955,7.719282261231728,-0.11991087251677257,56.84264154803493,55.6474946103348,1.1951469377001303,-55.109722752949146,-60.65024823691229,5.540525483963144,-61.48025953297805,-76.0635143977467,14.583254864768648,-59.874623370636,-67.001095739452,7.126472368815996,True,True,True,False,False,48.93513170588239,45.62394072454025,3.3111909813421434,48.36747179085905,44.70357369844148,3.6638980924175684,7.742104948647683,7.13348400306337,0.6086209455843132,57.9920864997952,53.36078709547118,4.631299404324018,-57.48517143992515,-51.89386592486645,-5.591305515058707,-61.612279661758045,-64.8723769363321,3.2600972745740577,-63.36354871231013,-58.23705147937134,-5.126497232938789,-0.317543161175017,-0.6230991243003601,-0.10350483792364784,-0.0011090477718909142,2.471962084995525,10.75914187606125,9.777353797010122,0.2806462862857728,0.2361569064946636,0.03922872200908056,1.1483359039883752,0.09651339801951764,10.627121747281258,6.288428455335996
20,96,REFERENCE_CONTROL,ALL_CORNER_PASS,True,True,True,True,True,True,48.83711887037392,49.07385083178408,-0.2367319614101575,48.40490623265608,48.37957982900724,0.025326403648840312,7.748323294461144,7.744116250665655,0.004207043795489085,57.915447505060335,58.6400090563253,-0.7245615512649621,-58.64008894597207,-56.68464468512661,-1.9554442608454607,-73.7480164046829,-69.60971880089696,-4.138297603785944,-64.23885100960793,-60.39217853922996,-3.8466724703779676,True,True,True,True,True,48.58117939865199,50.02882832067523,-1.447648922023241,48.28057941101301,49.41700609189318,-1.1364266808801702,7.727670998507145,7.916446194666642,-0.18877519615949634,57.142979692035865,58.172620450404644,-1.029640758368778,-60.02796604185384,-58.23091706843341,-1.7970489734204236,-82.84213040535057,-63.20648578120508,-19.635644624145492,-62.265008745232045,-63.52849303610279,1.2634842908707427,True,True,True,True,False,49.063456983335314,47.60996493207972,1.4534920512555942,48.52414128700622,47.346206789608665,1.1779344973975583,7.768129781894722,7.5724595996027695,0.19567018229195288,57.188491002143145,55.86463860867642,1.3238523934667228,-57.85042144935282,-59.643202792197705,1.7927813428448829,-66.8028872806761,-66.83768191957635,0.034794638900251584,-69.0161441971579,-70.8033186910958,1.787174493937897,-0.25593947172193054,-0.12432682164307352,-0.0206522959539992,-0.7724678130244698,-1.3878770958817697,-9.094114000667673,1.9738422643758824,0.22633811296139328,0.11923505435014192,0.019806487433577935,-0.72695650291719,0.789667496619245,6.945129124006797,-4.777293187549972
