mismatch_seed,band,historical_method_id,new_method_id,historical_w0_snr_db,historical_w0_sndr_db,historical_w0_enob_raw,new_w4_snr_db,new_w4_sndr_db,new_w4_enob_raw,delta_sndr_db,historical_w0_code_exact,historical_w0_different_frame_count,historical_w0_different_frames,historical_hard_dynamic_pass,new_w4_hard_dynamic_pass
27,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.41440050358008,48.00217651435476,7.681424670158599,49.64208063430799,49.113478374887634,7.866026308120871,1.1113018605328762,False,17,1/2/11/12/15/16/17/22/24/25/27/29/32/33/46/60/62,True,True
28,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.738992651826415,48.54318769175629,7.771293636504367,50.531687371295,48.46308035095845,7.757986769262202,-0.08010734079783788,False,15,0/5/6/28/34/37/41/43/45/47/48/52/59/61/63,True,True
29,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.68512263308882,47.39748890506008,7.580978223431908,49.35687673079852,48.88817570028833,7.828600614665836,1.4906867952282497,False,40,0/1/2/3/5/6/7/9/11/12/13/15/16/17/20/21/22/23/24/25/27/29/31/32/33/36/37/38/40/41/43/44/46/50/51/59/60/61/62/63,True,True
30,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.18633250834498,49.26720802007725,7.891562794032766,50.050397595345785,48.70182093996426,7.797644674412668,-0.5653870801129912,False,61,0/1/2/3/4/6/7/8/9/10/11/12/13/14/15/16/17/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/63,True,True
31,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.364488888629104,49.22373178546478,7.884340828150297,50.0814433049119,49.096909305770076,7.863273971058153,-0.1268224796947024,False,4,15/29/31/62,True,True
32,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.473347228808606,48.79339936531676,7.812857037428034,48.655441535528524,47.83054197655021,7.652913949593058,-0.962857388766551,False,45,0/3/5/6/7/8/10/11/12/13/14/18/19/23/24/26/28/30/33/35/36/37/38/39/40/42/43/44/45/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/63,True,True
33,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.34191165597077,48.63940892828097,7.787277230611458,48.00412630175006,47.64868249967456,7.622704734165209,-0.9907264286064148,False,13,1/7/22/23/24/26/29/31/32/40/49/51/60,True,True
34,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.15550230075492,48.38274379647742,7.7446418266573795,48.117971049244765,47.65184999675424,7.623230896470805,-0.7308937997231837,False,51,0/2/3/5/6/8/9/10/11/13/14/15/16/18/19/21/22/23/24/25/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/44/45/46/47/48/49/50/52/54/56/57/59/60/61/62/63,True,True
35,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.43816185215952,48.83831076624864,7.8203174030313365,48.46659879403413,48.01195853623219,7.683049590736245,-0.8263522300164468,False,24,2/3/4/6/10/11/12/13/15/16/17/20/22/24/25/32/38/41/46/50/59/60/62/63,True,True
36,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,45.01426244175934,44.52435459000296,7.1037133870436815,49.279963118306966,48.08989621384134,7.695996048810855,3.565541623838385,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
37,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.75404651215604,48.81322790054821,7.816150814044555,48.46170358915471,47.85005125630235,7.656154693737933,-0.9631766442458627,False,53,0/1/2/3/4/6/7/8/9/11/13/14/15/17/18/19/21/23/24/25/26/27/28/29/30/33/34/35/36/37/38/39/40/41/42/43/44/45/47/48/49/50/51/52/53/54/55/56/58/59/60/61/63,True,True
38,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.835276998296344,48.10057368511622,7.6977697151355855,50.473452580787196,49.40701884527116,7.914787183599861,1.3064451601549436,False,17,3/5/6/9/11/15/16/17/18/20/25/27/41/46/50/59/62,True,True
39,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.337750729716234,48.304232747571696,7.7316001241813455,49.37938855318044,48.86562608157924,7.824854830827117,0.5613933340075405,False,47,1/3/4/5/7/8/10/11/12/13/15/16/17/18/19/20/21/22/23/24/25/28/29/32/33/34/35/36/38/40/41/42/43/44/46/49/50/51/53/54/55/56/58/59/60/61/63,True,True
40,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.98445959732194,48.333315332946604,7.736431118429669,47.675110253030866,47.276486514033905,7.560878158477394,-1.0568288189126989,False,21,3/7/14/17/19/21/23/24/28/32/33/36/40/43/44/49/52/53/54/58/61,True,True
41,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.184145212345996,47.82304477336443,7.651668567004059,47.7896433222412,47.296487856953746,7.564200640689992,-0.5265569164106836,False,39,0/2/4/5/6/8/9/10/11/13/15/16/17/18/19/20/24/25/27/29/30/31/32/35/37/38/39/40/41/46/47/50/54/58/59/60/61/62/63,True,True
42,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.83331848960548,48.14004829759373,7.704326959733178,50.46815874359961,48.912318128671444,7.832610984829144,0.7722698310777147,False,33,1/3/4/7/10/11/12/15/17/20/21/22/23/24/26/33/35/39/40/42/43/44/45/46/49/51/52/53/54/55/57/58/60,True,True
43,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.84463712600422,47.603621072040234,7.615219447182764,49.92813018343614,49.06939768945318,7.8587039351251144,1.4657766174129492,False,46,0/1/2/5/6/8/9/10/11/13/14/17/18/19/21/23/24/26/27/28/30/31/34/35/37/38/39/41/42/43/44/45/46/47/48/49/50/52/54/55/57/58/59/61/62/63,True,True
44,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,41.92467848301373,41.0650668655404,6.529080874674486,50.17989886206937,49.12379875154774,7.86774065640328,8.058731886007337,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
45,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.2919016529012,46.7139616009533,7.46743548188593,50.89743175852932,49.001862732521104,7.847485503741048,2.287901131567807,False,61,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/39/40/41/42/44/45/46/47/48/49/50/51/53/54/55/56/57/58/59/60/61/62/63,False,True
46,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.936552606624474,48.367377539778644,7.742089292322035,50.85607756205374,49.839021078728514,7.986548351948259,1.4716435389498699,False,27,2/4/5/6/7/9/11/12/13/15/16/18/20/24/25/29/31/32/33/38/41/46/50/51/59/60/62,True,True
47,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.99165978683902,47.8182688551281,7.650875225104337,48.28555875494195,47.60042054106044,7.614687797518346,-0.21784831406766614,False,45,0/1/2/3/4/5/6/7/9/11/14/15/16/17/18/20/21/25/27/28/29/30/31/32/34/35/36/37/38/41/44/45/46/47/48/49/50/52/57/58/59/60/61/62/63,True,True
48,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.40085486833842,47.512930322397004,7.600154538604154,50.62336493132846,48.477866750040036,7.760442981734226,0.9649364276430319,False,8,0/1/4/8/23/33/35/49,True,True
49,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.32149430991923,48.70827498277002,7.7987167745465165,49.794569493686716,48.9939233757834,7.846166673718174,0.28564839301338196,False,47,0/1/2/3/4/7/8/10/11/12/14/16/17/19/20/21/22/23/25/26/27/28/29/30/32/33/35/36/39/40/42/43/44/45/47/49/51/52/53/54/55/56/57/58/60/62/63,True,True
50,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.785257702955306,48.443014903569065,7.754653638466623,49.9860268264674,49.0196584855519,7.8504416088956654,0.5766435819828359,False,49,0/1/2/3/4/7/8/10/11/12/13/14/16/17/18/20/21/22/23/24/25/26/28/29/30/32/33/35/36/37/38/39/40/42/43/44/45/49/51/52/53/54/55/56/57/58/60/61/62,True,True
51,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.85693185842443,47.63304289940787,7.620106793921574,49.40107321668865,48.701073230162386,7.797520470126643,1.0680303307545174,False,38,0/1/3/9/10/11/12/13/14/19/23/27/28/29/30/31/32/34/35/36/37/38/39/41/43/44/45/46/47/48/49/50/52/54/56/57/61/63,True,True
52,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.142701128403175,47.771007173319624,7.6430244473952875,49.62106966097453,48.65751068464347,7.790284166884298,0.8865035113238449,False,3,5/17/60,True,True
53,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,23.556306059036398,23.29699685264964,3.577574228014891,48.500736378908854,48.06148016041141,7.691275774154721,24.764483307761772,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
54,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.6103601133386,48.6525515906208,7.789460397113091,50.51617922878418,49.49802444095983,7.929904392186019,0.8454728503390285,False,60,0/1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/39/40/41/42/43/44/45/47/48/49/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
55,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.09120859669919,47.40237692098141,7.581790186209537,50.638633887252105,49.51998180125214,7.933551794227932,2.117604880270733,False,28,3/4/5/7/8/11/12/13/15/16/17/18/20/24/25/26/29/31/32/33/39/46/51/52/53/55/60/62,True,True
56,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.104941053462724,47.03212195402476,7.520286038874546,49.93263660049539,49.4636931798179,7.924201524886696,2.4315712257931423,False,63,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
57,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.57784793087148,47.31515709341213,7.567301842759491,49.4336101146808,48.62668274726349,7.785163247053736,1.3115256538513549,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
58,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.04942587100196,47.91116669409769,7.666306759816893,49.75543239195005,49.23054198895726,7.885472091188915,1.3193752948595758,False,42,0/1/3/4/7/8/11/12/13/15/17/19/20/21/22/23/24/25/26/28/32/33/35/36/39/40/41/42/43/46/49/51/52/53/54/55/56/57/58/60/61/62,True,True
59,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.37442776382119,48.46549168920967,7.758387323788983,49.07481006420557,48.19820610666653,7.71398772535989,-0.2672855825431384,False,3,3/12/15,True,True
60,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,50.83966126616011,48.25819951603691,7.723953407979554,50.86694747222401,48.86531250665548,7.824802741969349,0.6071129906185675,False,8,1/2/14/19/28/54/55/56,True,True
61,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.38783397098469,48.611402941246396,7.782625073296744,49.018621307942006,48.827192753408156,7.818470557044545,0.2157898121617592,False,13,0/6/27/28/37/38/39/45/48/50/56/61/62,True,True
62,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.4902185432568,49.10473308519031,7.864573602191083,50.17512574934421,49.105951963163434,7.8647760736151895,0.0012188779731232557,False,5,15/31/38/46/62,True,True
63,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.64050833804158,48.16556327326876,7.708565327785509,48.43812699087127,48.06208967770223,7.691377022874126,-0.10347359556652691,False,61,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/61/63,True,True
64,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.117713466345556,48.28015630143365,7.727600714523863,49.998805344833784,48.93714510550848,7.836735067360213,0.6569888040748282,False,13,2/5/6/9/14/18/27/28/31/34/46/60/61,True,True
65,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,44.41403076589802,43.55170058498169,6.942142954315896,47.84927162467322,46.873517902275346,7.493939850876304,3.3218173172936574,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,False
66,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.50831666720512,47.60850314520838,7.6160304227920905,49.74754387518679,48.335511291510834,7.7367958955998075,0.7270081463024525,False,3,31/41/43,True,True
67,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.80644397831071,48.363370640596045,7.741423694451171,49.0400664834485,48.8446560912196,7.821371443724186,0.48128545062355244,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,True,True
68,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.81355847254183,48.60995694471441,7.782384874537279,47.5926076185927,46.80941927048604,7.483292237622266,-1.800537674228373,False,16,4/8/17/22/23/24/28/31/36/40/42/44/53/54/56/58,True,False
69,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.4486908984442,48.50269266961718,7.764566888640729,48.84804019488563,48.52108301526161,7.767621763332494,0.018390345644426986,False,51,1/2/3/4/5/6/7/8/10/11/12/13/15/16/17/20/21/22/23/24/25/26/27/28/29/31/32/33/35/36/37/38/40/42/44/45/46/48/49/50/51/52/53/54/55/58/59/60/61/62/63,True,True
70,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.788982612975204,47.661191009950095,7.624782559792376,49.78858939418495,48.6230435128763,7.7845587230691535,0.9618525029262059,False,51,2/3/5/6/7/9/11/12/13/14/15/16/18/19/20/22/23/24/25/26/27/28/29/30/31/32/33/34/37/38/40/41/42/43/44/45/46/47/48/49/50/51/52/53/55/58/59/60/61/62/63,True,True
71,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,32.50033958542691,32.055740219687586,5.032514986659067,49.14156996433715,48.169616376807994,7.709238600798671,16.11387615712041,False,46,0/1/3/4/6/8/10/11/12/13/14/15/17/19/20/21/23/24/26/27/28/29/30/33/35/36/38/39/40/43/44/45/47/49/50/51/52/53/54/55/56/57/58/60/61/63,False,True
72,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,47.35137466090018,46.64122878115367,7.45535361813184,48.967392952439745,48.28945607542544,7.72914552747931,1.64822729427177,False,64,0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45/46/47/48/49/50/51/52/53/54/55/56/57/58/59/60/61/62/63,False,True
73,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.52054668958481,48.01351286795136,7.683307785373981,50.69844432466289,49.402949898211695,7.914111278772707,1.389437030260332,False,16,1/2/6/14/19/30/34/35/37/38/42/48/50/57/61/63,True,True
74,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.90692078907289,48.41203712443835,7.7495078279797935,49.40059481945481,48.964199344652656,7.841229127018714,0.5521622202143064,False,4,37/48/59/61,True,True
75,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,49.06657520165193,48.04201976240545,7.6880431499012385,50.166610291581904,49.732804504108756,7.968904402675874,1.690784741703304,False,43,1/2/3/4/5/6/7/10/11/12/13/14/15/16/17/19/20/21/22/24/25/29/31/32/33/34/35/36/40/41/42/45/46/49/50/51/52/53/55/58/59/60/62,True,True
76,LOW,FAST64_STARTUP_INCLUSIVE_W0,FAST64_SS_W4,48.9764119573256,48.11930611585797,7.700881414594347,49.49454327618544,48.52603471718099,7.7684443051795675,0.40672860132302446,False,42,0/2/3/5/6/7/8/9/11/12/13/14/15/16/18/20/22/24/25/27/28/29/31/32/34/37/38/41/43/44/45/46/47/48/50/55/57/59/60/61/62/63,True,True
